DATE-TIME,IRRADIANCE,PA,RH,TA,RAIN_INT,RAIN_DUR,RAIN_AMOUNT,WD_DIR,WD_SPD
2026-08-06 15:28:00,392.32,1007.0,74,24.1,//////////,0,0.0,134,2.6
2026-08-06 15:29:00,508.44,1006.7,70,23.6,//////////,0,0.0,183,8.5
2026-08-06 15:30:00,360.83,1006.8,68,23.8,//////////,0,0.0,163,10.4
2026-08-06 15:31:00,527.61,1007.0,70,23.8,//////////,0,0.0,154,5.4
2026-08-06 15:32:00,507.85,1006.7,71,24.2,//////////,0,0.0,186,6.9
2026-08-06 15:33:00,367.53,1007.1,71,24.1,//////////,0,0.0,179,5.1
2026-08-06 15:34:00,345.33,1007.3,70,23.6,//////////,0,0.0,166,0.5
2026-08-06 15:35:00,447.31,1007.0,74,24.1,//////////,0,0.0,104,6.2
2026-08-06 15:36:00,476.66,1007.0,70,23.6,//////////,0,0.0,186,3.3
2026-08-06 15:37:00,361.34,1007.1,73,23.1,//////////,0,0.0,177,3.7
2026-08-06 15:38:00,567.36,1007.2,71,23.8,//////////,0,0.0,150,6.3
2026-08-06 15:39:00,524.33,1007.1,71,23.7,//////////,0,0.0,148,4.4
2026-08-06 15:40:00,440.85,1007.2,73,24.2,//////////,0,0.0,174,5.1
2026-08-06 15:41:00,482.99,1006.5,72,23.3,//////////,0,0.0,151,2.9
2026-08-06 15:42:00,492.55,1007.2,69,23.7,//////////,0,0.0,175,4.0
2026-08-06 15:43:00,330.6,1006.7,71,24.3,//////////,0,0.0,147,0.5
2026-08-06 15:44:00,355.27,1007.0,71,23.8,//////////,0,0.0,164,6.7
2026-08-06 15:45:00,490.82,1007.0,67,24.1,//////////,0,0.0,165,0.5
2026-08-06 15:46:00,428.85,1006.9,70,23.8,//////////,0,0.0,149,0.5
2026-08-06 15:47:00,396.7,1007.1,73,24.0,//////////,0,0.0,170,6.9
2026-08-06 15:48:00,454.98,1007.2,75,24.2,//////////,0,0.0,166,7.9
2026-08-06 15:49:00,359.94,1006.8,72,23.9,//////////,0,0.0,161,5.8
2026-08-06 15:50:00,393.4,1007.5,71,24.4,//////////,0,0.0,180,8.3
2026-08-06 15:51:00,334.84,1007.2,72,23.5,//////////,0,0.0,197,0.6
2026-08-06 15:52:00,284.07,1006.8,71,23.4,//////////,0,0.0,159,0.5
2026-08-06 15:53:00,355.81,1007.3,73,23.2,//////////,0,0.0,155,3.7
2026-08-06 15:54:00,460.31,1007.3,73,23.5,//////////,0,0.0,179,5.3
2026-08-06 15:55:00,471.07,1007.0,70,24.0,//////////,0,0.0,137,4.7
2026-08-06 15:56:00,352.6,1007.1,69,24.3,//////////,0,0.0,230,2.8
2026-08-06 15:57:00,483.01,1006.8,68,23.5,//////////,0,0.0,148,6.0
2026-08-06 15:58:00,281.03,1007.5,74,23.4,//////////,0,0.0,133,3.1
2026-08-06 15:59:00,363.92,1007.4,73,23.3,//////////,0,0.0,145,4.0
2026-08-06 16:00:00,349.8,1007.0,70,23.4,//////////,0,0.0,161,12.5
2026-08-06 16:01:00,333.05,1006.6,76,23.8,//////////,0,0.0,155,4.9
2026-08-06 16:02:00,382.81,1007.1,75,24.0,//////////,0,0.0,157,5.4
2026-08-06 16:03:00,311.35,1007.0,73,23.8,//////////,0,0.0,157,2.8
2026-08-06 16:04:00,306.86,1006.8,74,23.7,//////////,0,0.0,172,2.1
2026-08-06 16:05:00,376.29,1006.6,70,23.6,//////////,0,0.0,166,3.8
2026-08-06 16:06:00,336.66,1006.7,72,24.0,//////////,0,0.0,160,2.3
2026-08-06 16:07:00,316.61,1006.7,71,24.2,//////////,0,0.0,196,7.2
2026-08-06 16:08:00,323.53,1007.0,73,23.6,//////////,0,0.0,148,3.8
2026-08-06 16:09:00,288.98,1007.1,69,23.9,//////////,0,0.0,148,2.2
2026-08-06 16:10:00,245.67,1007.0,73,23.4,//////////,0,0.0,164,3.0
2026-08-06 16:11:00,284.11,1006.9,75,23.2,//////////,0,0.0,150,3.9
2026-08-06 16:12:00,299.99,1006.8,72,23.6,//////////,0,0.0,153,4.7
2026-08-06 16:13:00,297.33,1007.1,73,24.0,//////////,0,0.0,173,1.0
2026-08-06 16:14:00,273.28,1007.1,70,23.8,//////////,0,0.0,167,3.2
2026-08-06 16:15:00,295.21,1006.9,72,23.7,//////////,0,0.0,171,4.9
2026-08-06 16:16:00,325.48,1007.2,70,23.6,//////////,0,0.0,159,0.5
2026-08-06 16:17:00,362.68,1006.7,71,24.0,//////////,0,0.0,164,8.3
2026-08-06 16:18:00,350.62,1006.3,71,23.6,//////////,0,0.0,186,7.8
2026-08-06 16:19:00,237.5,1006.4,71,23.3,//////////,0,0.0,160,5.7
2026-08-06 16:20:00,338.55,1006.7,72,23.8,//////////,0,0.0,223,2.2
2026-08-06 16:21:00,342.46,1006.7,71,23.4,//////////,0,0.0,172,8.6
2026-08-06 16:22:00,260.36,1007.3,72,23.6,//////////,0,0.0,137,3.6
2026-08-06 16:23:00,261.03,1007.1,73,23.5,//////////,0,0.0,188,8.0
2026-08-06 16:24:00,276.79,1007.3,74,22.8,//////////,0,0.0,197,3.0
2026-08-06 16:25:00,236.09,1006.7,75,23.6,//////////,0,0.0,105,8.2
2026-08-06 16:26:00,311.79,1006.3,74,22.8,//////////,0,0.0,148,9.2
2026-08-06 16:27:00,332.46,1006.8,71,23.4,//////////,0,0.0,191,2.7
2026-08-06 16:28:00,281.46,1006.8,70,23.7,//////////,0,0.0,132,0.5
2026-08-06 16:29:00,239.98,1006.4,73,23.3,//////////,0,0.0,158,7.1
2026-08-06 16:30:00,271.17,1007.1,74,23.7,//////////,0,0.0,139,2.6
2026-08-06 16:31:00,294.66,1007.3,75,23.3,//////////,0,0.0,151,2.5
2026-08-06 16:32:00,276.62,1007.4,74,23.3,//////////,0,0.0,196,3.6
2026-08-06 16:33:00,232.05,1006.5,71,23.6,//////////,0,0.0,177,2.0
2026-08-06 16:34:00,244.55,1006.9,74,23.3,//////////,0,0.0,195,10.1
2026-08-06 16:35:00,225.94,1006.9,68,23.6,//////////,0,0.0,205,1.8
2026-08-06 16:36:00,294.52,1007.0,72,23.3,//////////,0,0.0,159,1.1
2026-08-06 16:37:00,276.94,1006.7,73,23.4,//////////,0,0.0,192,2.5
2026-08-06 16:38:00,280.26,1006.7,75,23.1,//////////,0,0.0,161,7.2
2026-08-06 16:39:00,173.01,1007.3,72,23.2,//////////,0,0.0,110,1.1
2026-08-06 16:40:00,227.56,1006.9,73,24.2,//////////,0,0.0,134,4.3
2026-08-06 16:41:00,227.29,1006.8,71,23.2,//////////,0,0.0,160,4.5
2026-08-06 16:42:00,198.59,1007.1,76,22.8,//////////,0,0.0,140,6.1
2026-08-06 16:43:00,189.83,1006.7,74,22.8,//////////,0,0.0,144,6.6
2026-08-06 16:44:00,217.63,1007.1,79,23.7,//////////,0,0.0,163,5.9
2026-08-06 16:45:00,236.0,1006.8,71,22.6,//////////,0,0.0,179,7.5
2026-08-06 16:46:00,251.64,1007.1,78,22.7,//////////,0,0.0,152,9.7
2026-08-06 16:47:00,212.37,1006.5,73,23.0,//////////,0,0.0,187,0.5
2026-08-06 16:48:00,253.87,1006.9,72,23.4,//////////,0,0.0,146,7.1
2026-08-06 16:49:00,165.74,1006.7,73,22.6,0.91,3,0.38,188,4.4
2026-08-06 16:50:00,137.39,1007.1,75,23.3,//////////,0,0.0,184,4.1
2026-08-06 16:51:00,160.1,1006.9,73,23.0,//////////,0,0.0,183,1.8
2026-08-06 16:52:00,205.95,1006.8,73,23.1,//////////,0,0.0,164,0.6
2026-08-06 16:53:00,208.05,1007.0,75,23.6,//////////,0,0.0,106,5.6
2026-08-06 16:54:00,179.49,1006.4,75,22.7,//////////,0,0.0,167,4.1
2026-08-06 16:55:00,182.85,1006.7,73,22.7,//////////,0,0.0,174,8.3
2026-08-06 16:56:00,193.64,1006.7,74,23.3,//////////,0,0.0,154,5.6
2026-08-06 16:57:00,190.32,1006.9,72,22.9,//////////,0,0.0,188,11.4
2026-08-06 16:58:00,150.89,1006.8,72,23.0,//////////,0,0.0,160,3.9
2026-08-06 16:59:00,132.61,1006.8,73,22.6,//////////,0,0.0,165,10.1
2026-08-06 17:00:00,144.41,1006.4,73,22.4,//////////,0,0.0,188,2.6
2026-08-06 17:01:00,163.03,1006.5,72,22.7,//////////,0,0.0,113,1.7
2026-08-06 17:02:00,152.01,1006.9,71,22.5,//////////,0,0.0,151,11.5
2026-08-06 17:03:00,145.83,1006.7,74,22.6,//////////,0,0.0,178,3.5
2026-08-06 17:04:00,151.16,1006.9,77,22.1,//////////,0,0.0,149,0.7
2026-08-06 17:05:00,140.87,1007.1,77,22.6,//////////,0,0.0,152,5.0
2026-08-06 17:06:00,119.73,1007.1,75,22.1,//////////,0,0.0,208,5.2
2026-08-06 17:07:00,136.95,1006.4,74,23.3,//////////,0,0.0,141,0.5
2026-08-06 17:08:00,120.69,1006.9,76,22.8,//////////,0,0.0,192,7.2
2026-08-06 17:09:00,88.61,1007.3,77,22.5,//////////,0,0.0,173,0.5
2026-08-06 17:10:00,137.0,1006.6,74,22.8,//////////,0,0.0,190,7.4
2026-08-06 17:11:00,130.93,1007.0,70,22.5,//////////,0,0.0,184,0.5
2026-08-06 17:12:00,140.88,1007.1,75,22.5,//////////,0,0.0,173,4.4
2026-08-06 17:13:00,161.81,1007.0,72,22.3,//////////,0,0.0,140,3.4
2026-08-06 17:14:00,158.78,1007.2,72,22.5,//////////,0,0.0,153,3.2
2026-08-06 17:15:00,104.11,1006.6,73,22.6,//////////,0,0.0,191,5.5
2026-08-06 17:16:00,105.76,1006.7,77,22.6,//////////,0,0.0,183,1.4
2026-08-06 17:17:00,136.2,1006.4,74,22.7,//////////,0,0.0,163,10.0
2026-08-06 17:18:00,95.41,1007.1,74,22.9,//////////,0,0.0,140,4.8
2026-08-06 17:19:00,112.54,1006.5,75,22.4,//////////,0,0.0,178,5.6
2026-08-06 17:20:00,111.09,1006.4,77,22.3,//////////,0,0.0,182,7.3
2026-08-06 17:21:00,105.11,1006.9,73,21.9,//////////,0,0.0,160,10.6
2026-08-06 17:22:00,81.29,1006.6,79,22.6,//////////,0,0.0,135,14.8
2026-08-06 17:23:00,101.54,1007.0,73,22.3,//////////,0,0.0,176,0.5
2026-08-06 17:24:00,94.04,1006.7,77,22.0,//////////,0,0.0,163,0.5
2026-08-06 17:25:00,72.25,1006.7,76,21.9,//////////,0,0.0,204,5.5
2026-08-06 17:26:00,73.16,1006.8,71,22.4,//////////,0,0.0,164,8.0
2026-08-06 17:27:00,58.94,1006.4,74,22.6,//////////,0,0.0,134,0.5
2026-08-06 17:28:00,54.73,1006.7,77,21.8,//////////,0,0.0,177,2.2
2026-08-06 17:29:00,76.02,1007.0,75,21.8,//////////,0,0.0,153,6.2
2026-08-06 17:30:00,59.28,1007.0,76,21.5,//////////,0,0.0,175,0.5
2026-08-06 17:31:00,77.05,1006.7,76,21.9,//////////,0,0.0,172,5.6
2026-08-06 17:32:00,69.63,1006.5,73,22.2,//////////,0,0.0,152,2.4
2026-08-06 17:33:00,51.06,1006.7,74,22.3,//////////,0,0.0,139,0.5
2026-08-06 17:34:00,39.15,1006.7,76,21.6,//////////,0,0.0,173,6.0
2026-08-06 17:35:00,74.34,1007.0,76,22.6,//////////,0,0.0,119,5.6
2026-08-06 17:36:00,38.06,1007.0,78,22.2,//////////,0,0.0,127,0.5
2026-08-06 17:37:00,51.06,1006.7,77,22.6,//////////,0,0.0,153,0.5
2026-08-06 17:38:00,51.17,1006.5,77,22.6,//////////,0,0.0,188,5.6
2026-08-06 17:39:00,36.26,1006.9,75,21.9,//////////,0,0.0,181,1.4
2026-08-06 17:40:00,40.04,1006.3,75,22.4,//////////,0,0.0,147,4.1
2026-08-06 17:41:00,36.25,1007.1,73,22.1,//////////,0,0.0,183,7.1
2026-08-06 17:42:00,41.65,1006.7,79,22.2,//////////,0,0.0,167,4.3
2026-08-06 17:43:00,20.32,1007.1,74,22.2,//////////,0,0.0,152,3.5
2026-08-06 17:44:00,31.03,1006.1,74,22.7,//////////,0,0.0,121,8.9
2026-08-06 17:45:00,50.61,1006.9,73,21.6,//////////,0,0.0,157,5.3
2026-08-06 17:46:00,29.03,1006.9,74,22.4,//////////,0,0.0,137,5.3
2026-08-06 17:47:00,29.65,1006.7,75,21.8,//////////,0,0.0,134,5.5
2026-08-06 17:48:00,29.09,1006.7,76,22.1,//////////,0,0.0,162,1.6
2026-08-06 17:49:00,18.73,1007.0,76,21.8,//////////,0,0.0,132,6.2
2026-08-06 17:50:00,15.6,1006.8,77,21.6,//////////,0,0.0,179,0.5
2026-08-06 17:51:00,19.61,1006.7,76,21.4,//////////,0,0.0,106,0.5
2026-08-06 17:52:00,4.33,1006.7,79,21.8,//////////,0,0.0,146,0.6
2026-08-06 17:53:00,15.57,1006.5,76,22.7,//////////,0,0.0,135,3.4
2026-08-06 17:54:00,6.6,1006.9,75,21.7,//////////,0,0.0,151,2.1
2026-08-06 17:55:00,4.01,1006.8,77,21.9,//////////,0,0.0,141,3.6
2026-08-06 17:56:00,5.38,1007.1,77,21.7,//////////,0,0.0,122,4.5
2026-08-06 17:57:00,0.16,1006.4,76,21.4,//////////,0,0.0,151,4.4
2026-08-06 17:58:00,10.07,1006.4,77,22.2,//////////,0,0.0,183,0.8
2026-08-06 17:59:00,12.98,1006.6,77,21.9,//////////,0,0.0,140,3.3
2026-08-06 18:00:00,0.0,1006.8,75,21.5,//////////,0,0.0,190,0.5
2026-08-06 18:01:00,0.0,1006.7,80,22.1,//////////,0,0.0,109,8.3
2026-08-06 18:02:00,11.0,1006.6,74,21.2,//////////,0,0.0,152,8.5
2026-08-06 18:03:00,2.02,1006.6,80,21.5,//////////,0,0.0,160,0.5
2026-08-06 18:04:00,8.49,1007.1,73,22.0,//////////,0,0.0,133,3.6
2026-08-06 18:05:00,0.0,1006.8,75,22.1,//////////,0,0.0,129,9.0
2026-08-06 18:06:00,0.0,1006.6,76,21.2,//////////,0,0.0,129,4.6
2026-08-06 18:07:00,1.26,1007.0,77,21.2,//////////,0,0.0,188,5.8
2026-08-06 18:08:00,8.35,1007.3,77,21.5,//////////,0,0.0,138,2.8
2026-08-06 18:09:00,15.56,1006.8,73,22.0,//////////,0,0.0,176,6.4
2026-08-06 18:10:00,0.0,1006.5,80,21.7,//////////,0,0.0,175,1.3
2026-08-06 18:11:00,12.15,1006.8,76,21.3,//////////,0,0.0,169,0.6
2026-08-06 18:12:00,0.0,1006.7,75,22.0,//////////,0,0.0,165,0.5
2026-08-06 18:13:00,0.77,1006.7,77,21.0,//////////,0,0.0,158,2.5
2026-08-06 18:14:00,0.98,1006.4,82,21.1,//////////,0,0.0,150,4.8
2026-08-06 18:15:00,0.0,1006.6,77,21.6,//////////,0,0.0,170,4.0
2026-08-06 18:16:00,0.0,1006.3,72,21.6,//////////,0,0.0,141,3.6
2026-08-06 18:17:00,0.0,1007.0,81,21.2,//////////,0,0.0,143,7.2
2026-08-06 18:18:00,11.18,1006.6,76,21.4,//////////,0,0.0,140,7.2
2026-08-06 18:19:00,1.47,1006.5,79,21.4,//////////,0,0.0,187,2.4
2026-08-06 18:20:00,7.82,1007.1,78,21.0,//////////,0,0.0,138,0.5
2026-08-06 18:21:00,14.5,1006.6,74,20.9,//////////,0,0.0,184,3.0
2026-08-06 18:22:00,0.0,1006.4,79,21.4,//////////,0,0.0,182,3.8
2026-08-06 18:23:00,14.81,1007.0,81,20.9,//////////,0,0.0,155,5.5
2026-08-06 18:24:00,1.46,1006.8,78,20.8,//////////,0,0.0,163,6.7
2026-08-06 18:25:00,0.0,1006.9,75,20.5,//////////,0,0.0,207,3.8
2026-08-06 18:26:00,0.0,1006.6,73,20.9,//////////,0,0.0,172,2.1
2026-08-06 18:27:00,18.97,1006.6,78,21.3,//////////,0,0.0,169,4.3
2026-08-06 18:28:00,8.72,1006.6,76,21.1,//////////,0,0.0,195,2.2
2026-08-06 18:29:00,0.0,1007.1,80,21.6,//////////,0,0.0,193,9.0
2026-08-06 18:30:00,0.0,1006.7,78,21.2,//////////,0,0.0,157,6.3
2026-08-06 18:31:00,0.0,1006.7,75,20.3,//////////,0,0.0,191,6.4
2026-08-06 18:32:00,0.0,1006.9,76,20.9,//////////,0,0.0,144,8.4
2026-08-06 18:33:00,0.0,1006.7,74,21.1,//////////,0,0.0,162,5.1
2026-08-06 18:34:00,0.0,1006.5,76,20.5,//////////,0,0.0,156,4.2
2026-08-06 18:35:00,3.34,1007.5,77,20.5,//////////,0,0.0,185,9.8
2026-08-06 18:36:00,0.0,1006.6,76,21.0,//////////,0,0.0,107,8.8
2026-08-06 18:37:00,0.51,1007.1,79,21.4,//////////,0,0.0,170,6.7
2026-08-06 18:38:00,1.48,1006.4,80,20.6,//////////,0,0.0,150,0.5
2026-08-06 18:39:00,7.75,1006.6,79,21.1,//////////,0,0.0,142,5.5
2026-08-06 18:40:00,0.0,1006.6,76,20.9,//////////,0,0.0,151,7.3
2026-08-06 18:41:00,0.0,1006.6,77,20.6,//////////,0,0.0,128,2.4
2026-08-06 18:42:00,0.0,1006.6,77,21.0,//////////,0,0.0,115,4.1
2026-08-06 18:43:00,0.0,1006.9,75,20.5,//////////,0,0.0,142,2.3
2026-08-06 18:44:00,5.15,1007.2,77,21.3,//////////,0,0.0,186,6.1
2026-08-06 18:45:00,0.0,1006.5,80,20.6,//////////,0,0.0,167,0.5
2026-08-06 18:46:00,0.0,1006.6,76,20.6,//////////,0,0.0,137,3.6
2026-08-06 18:47:00,1.1,1007.2,78,20.8,//////////,0,0.0,170,4.9
2026-08-06 18:48:00,2.67,1007.0,77,21.1,//////////,0,0.0,125,5.4
2026-08-06 18:49:00,0.67,1006.8,78,20.8,//////////,0,0.0,173,0.5
2026-08-06 18:50:00,1.76,1006.8,77,21.0,//////////,0,0.0,140,5.3
2026-08-06 18:51:00,0.0,1007.0,76,20.6,//////////,0,0.0,168,14.4
2026-08-06 18:52:00,1.75,1006.9,79,20.6,//////////,0,0.0,143,3.6
2026-08-06 18:53:00,8.02,1006.6,78,20.6,//////////,0,0.0,172,1.1
2026-08-06 18:54:00,0.0,1007.0,77,20.4,//////////,0,0.0,155,3.5
2026-08-06 18:55:00,1.69,1006.7,78,20.3,//////////,0,0.0,129,2.5
2026-08-06 18:56:00,7.78,1006.5,74,20.7,//////////,0,0.0,111,0.5
2026-08-06 18:57:00,0.0,1006.4,81,20.7,//////////,0,0.0,138,5.2
2026-08-06 18:58:00,0.0,1006.9,75,20.1,3.61,2,2.2,162,1.8
2026-08-06 18:59:00,0.0,1006.7,77,20.1,//////////,0,0.0,128,3.4
2026-08-06 19:00:00,0.0,1006.8,79,20.8,//////////,0,0.0,180,1.9
2026-08-06 19:01:00,1.55,1006.8,81,20.9,//////////,0,0.0,171,3.5
2026-08-06 19:02:00,0.0,1006.8,81,20.6,//////////,0,0.0,177,1.8
2026-08-06 19:03:00,2.63,1006.7,76,20.6,//////////,0,0.0,126,5.7
2026-08-06 19:04:00,0.0,1006.8,79,20.6,//////////,0,0.0,140,4.7
2026-08-06 19:05:00,0.0,1007.2,78,20.3,//////////,0,0.0,163,6.4
2026-08-06 19:06:00,7.94,1006.3,78,20.1,1.18,2,0.57,177,2.2
2026-08-06 19:07:00,11.74,1006.5,81,19.9,//////////,0,0.0,168,4.5
2026-08-06 19:08:00,4.34,1007.2,74,20.6,//////////,0,0.0,164,10.3
2026-08-06 19:09:00,6.59,1006.7,79,20.1,//////////,0,0.0,133,5.9
2026-08-06 19:10:00,0.0,1007.1,79,20.2,//////////,0,0.0,122,9.4
2026-08-06 19:11:00,6.33,1006.9,74,20.6,//////////,0,0.0,143,7.5
2026-08-06 19:12:00,0.0,1006.5,78,20.3,//////////,0,0.0,171,4.1
2026-08-06 19:13:00,0.22,1007.0,77,20.4,//////////,0,0.0,135,0.5
2026-08-06 19:14:00,0.0,1006.9,78,19.9,//////////,0,0.0,158,0.5
2026-08-06 19:15:00,0.0,1007.0,77,19.8,//////////,0,0.0,220,2.0
2026-08-06 19:16:00,7.78,1007.3,81,19.9,//////////,0,0.0,196,2.6
2026-08-06 19:17:00,0.0,1006.8,79,20.4,//////////,0,0.0,128,0.5
2026-08-06 19:18:00,7.24,1006.7,73,20.7,//////////,0,0.0,156,1.0
2026-08-06 19:19:00,0.0,1007.0,79,19.7,//////////,0,0.0,128,4.8
2026-08-06 19:20:00,0.0,1006.8,75,19.9,//////////,0,0.0,145,0.5
2026-08-06 19:21:00,12.8,1007.0,78,20.3,//////////,0,0.0,151,6.8
2026-08-06 19:22:00,0.1,1007.2,81,19.9,//////////,0,0.0,150,5.9
2026-08-06 19:23:00,6.34,1007.0,78,20.3,//////////,0,0.0,161,1.2
2026-08-06 19:24:00,0.0,1007.0,78,19.7,//////////,0,0.0,152,3.3
2026-08-06 19:25:00,0.0,1006.8,77,19.9,//////////,0,0.0,178,2.8
2026-08-06 19:26:00,6.35,1006.9,79,20.4,//////////,0,0.0,144,7.0
2026-08-06 19:27:00,2.04,1006.7,75,19.1,//////////,0,0.0,160,2.5
2026-08-06 19:28:00,2.05,1007.0,81,19.3,//////////,0,0.0,184,7.5
2026-08-06 19:29:00,0.0,1007.1,80,20.5,//////////,0,0.0,150,1.4
2026-08-06 19:30:00,6.21,1006.8,78,19.6,//////////,0,0.0,141,0.5
2026-08-06 19:31:00,0.0,1007.1,77,19.8,//////////,0,0.0,169,7.6
2026-08-06 19:32:00,0.0,1007.1,79,19.8,//////////,0,0.0,147,5.7
2026-08-06 19:33:00,0.0,1007.0,78,20.1,//////////,0,0.0,180,0.8
2026-08-06 19:34:00,0.0,1006.7,76,19.9,//////////,0,0.0,150,2.4
2026-08-06 19:35:00,4.33,1006.9,78,19.9,//////////,0,0.0,157,1.1
2026-08-06 19:36:00,7.11,1007.3,77,20.1,//////////,0,0.0,148,3.4
2026-08-06 19:37:00,0.0,1007.0,78,19.9,//////////,0,0.0,167,5.1
2026-08-06 19:38:00,0.0,1007.5,84,19.4,//////////,0,0.0,199,7.7
2026-08-06 19:39:00,0.0,1007.3,79,19.8,//////////,0,0.0,132,2.4
2026-08-06 19:40:00,0.0,1007.1,81,19.5,//////////,0,0.0,150,6.6
2026-08-06 19:41:00,1.85,1006.6,79,19.5,//////////,0,0.0,169,6.6
2026-08-06 19:42:00,11.47,1006.9,78,20.1,//////////,0,0.0,140,7.7
2026-08-06 19:43:00,2.31,1006.9,77,19.6,//////////,0,0.0,155,0.5
2026-08-06 19:44:00,0.0,1006.8,80,19.5,//////////,0,0.0,118,5.1
2026-08-06 19:45:00,6.86,1006.8,80,20.6,//////////,0,0.0,148,10.9
2026-08-06 19:46:00,0.0,1007.1,78,19.2,//////////,0,0.0,151,2.2
2026-08-06 19:47:00,20.86,1007.2,80,18.9,//////////,0,0.0,175,8.2
2026-08-06 19:48:00,0.0,1006.8,81,19.4,//////////,0,0.0,184,7.5
2026-08-06 19:49:00,0.0,1007.0,78,19.9,//////////,0,0.0,186,4.5
2026-08-06 19:50:00,0.0,1007.2,82,19.4,//////////,0,0.0,177,5.4
2026-08-06 19:51:00,0.0,1006.9,78,19.5,//////////,0,0.0,147,3.2
2026-08-06 19:52:00,8.81,1006.7,81,20.0,//////////,0,0.0,169,2.5
2026-08-06 19:53:00,0.0,1007.1,78,18.9,//////////,0,0.0,143,6.4
2026-08-06 19:54:00,0.0,1007.1,79,19.3,//////////,0,0.0,137,1.0
2026-08-06 19:55:00,0.0,1007.2,79,19.4,//////////,0,0.0,155,11.6
2026-08-06 19:56:00,6.59,1006.7,81,19.2,//////////,0,0.0,170,0.5
2026-08-06 19:57:00,0.0,1007.0,80,20.1,//////////,0,0.0,146,0.8
2026-08-06 19:58:00,4.95,1006.7,78,19.6,//////////,0,0.0,161,8.8
2026-08-06 19:59:00,9.25,1007.1,79,19.3,//////////,0,0.0,139,2.3
2026-08-06 20:00:00,0.0,1007.0,79,19.0,//////////,0,0.0,146,2.5
2026-08-06 20:01:00,0.0,1006.9,78,19.5,//////////,0,0.0,180,5.7
2026-08-06 20:02:00,0.0,1006.3,82,19.3,//////////,0,0.0,153,6.1
2026-08-06 20:03:00,9.9,1007.0,80,19.6,//////////,0,0.0,138,4.3
2026-08-06 20:04:00,9.62,1007.3,81,18.2,//////////,0,0.0,163,3.7
2026-08-06 20:05:00,0.0,1007.1,76,19.6,//////////,0,0.0,181,6.4
2026-08-06 20:06:00,0.0,1006.9,80,18.8,//////////,0,0.0,162,4.7
2026-08-06 20:07:00,8.34,1007.2,79,19.2,//////////,0,0.0,179,7.5
2026-08-06 20:08:00,0.0,1007.1,78,19.5,//////////,0,0.0,134,4.9
2026-08-06 20:09:00,0.0,1006.8,80,19.1,//////////,0,0.0,152,6.3
2026-08-06 20:10:00,0.0,1007.2,79,19.2,//////////,0,0.0,155,8.2
2026-08-06 20:11:00,11.54,1006.7,77,19.5,//////////,0,0.0,140,5.5
2026-08-06 20:12:00,0.0,1006.9,77,19.2,//////////,0,0.0,137,7.2
2026-08-06 20:13:00,6.52,1006.9,78,19.7,//////////,0,0.0,168,8.8
2026-08-06 20:14:00,1.31,1006.9,79,19.4,//////////,0,0.0,198,4.4
2026-08-06 20:15:00,0.0,1006.6,77,19.2,//////////,0,0.0,145,3.8
2026-08-06 20:16:00,0.0,1006.8,80,18.7,//////////,0,0.0,135,0.5
2026-08-06 20:17:00,7.11,1007.0,78,19.1,//////////,0,0.0,182,3.9
2026-08-06 20:18:00,0.35,1007.3,79,19.1,//////////,0,0.0,185,0.5
2026-08-06 20:19:00,0.33,1006.9,77,19.1,//////////,0,0.0,153,4.8
2026-08-06 20:20:00,5.0,1007.0,78,19.0,//////////,0,0.0,184,3.5
